Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days,Marital,Spent,Family_Size,col1,col2,col3,col4,clusters
0,76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,414,0,1156,1,-2.63512846,-1.518352903,-0.493440894,0.974120465,0
2,81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,361,2,1104,1,-2.274532385,-0.889467816,2.85832097,-1.296019411,3
1,54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,968,2,16,3,1.999320588,-0.941388655,-1.989902242,-0.199137245,1
1,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,771,2,2008,1,-4.094798338,-1.837640314,-0.847314349,-0.709811134,0
1,16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,600,2,44,2,2.435033072,-0.925839891,0.642576199,1.189714261,2
0,71819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,598,3,1574,3,-0.855028734,0.90276387,-1.131921001,0.701931047,0
1,33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,647,1,63,3,2.10136388,-1.444355125,2.095085917,-1.817132972,2
1,36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,621,1,426,2,-0.252205784,-1.610741369,2.06412575,-1.236054452,2
2,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,374,3,96,2,1.6505066,-1.576577204,1.163546523,1.021112265,2
0,70566,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,519,2,757,2,-2.021115664,0.528906278,-0.570462197,-1.102953694,0
1,31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,319,1,125,3,1.9880893,-0.609510731,1.17957315,-0.36691379,2
0,48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,716,2,135,2,0.803826349,-1.908007214,-0.59295266,-0.434011431,1
0,46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,837,3,78,5,2.828933537,0.377088945,-2.800833752,0.356070626,1
2,16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,693,2,24,1,1.245123095,-2.953840072,0.15716241,0.311769733,2
2,63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,712,0,1168,1,-3.210418267,-1.071580617,1.78285964,-1.126836787,3
0,25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,641,2,15,3,2.719753463,-0.484506722,-0.988724402,0.883208782,1
0,42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,910,1,57,3,1.875061458,-1.762311565,-0.859499769,-1.103735332,1
0,72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,660,2,2013,1,-3.585237773,-0.885367473,1.194233927,0.361098974,3
2,49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,867,3,326,3,1.031854685,-0.604971616,-0.950410987,1.16183929,1
1,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,0,1313,1,-3.713041526,-1.343143696,1.208112976,0.357235878,3
1,10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,865,0,30,1,1.172007739,-2.314995386,0.371007508,-0.707874726,2
0,49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,391,1,315,3,0.438282745,0.977396184,-0.270914317,0.959184769,1
0,37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,389,1,74,3,1.702726877,-1.036253385,0.155042809,0.391943327,2
2,21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,1032,0,46,2,2.165644577,-2.06452903,-0.33833337,-0.141224676,2
1,33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,587,2,86,2,1.371807072,-0.42353716,-0.40445209,0.797390164,1
0,63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,489,0,1103,1,-3.077434127,-0.753805265,-0.163350135,1.215913573,0
1,21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,744,3,61,3,2.041356471,-0.755134635,-0.544935967,0.317989265,1
0,42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,681,3,145,3,1.358485493,-0.882974557,1.238283179,-0.930061355,2
0,26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,279,2,27,2,2.150725374,-1.364254962,2.865349723,0.082260658,2
1,57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,516,0,1060,1,-2.446960255,0.015377209,0.805996496,0.61494784,3
0,7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,234,1,18,3,2.498026197,-0.165734057,0.445362135,0.848450593,2
0,83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,258,3,1833,2,-4.34691077,-0.26013832,1.627986467,-0.558225533,3
1,54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,786,1,237,3,-0.150723665,-0.618297973,-1.640334035,-1.810808157,1
1,23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,871,2,48,3,2.640318094,0.27909197,-1.181310887,0.744503676,1
0,56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,125,3,1020,2,-1.285220833,-0.385289624,0.757947214,1.492850059,0
0,79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,872,1,1370,2,-1.899922739,-1.797984703,-1.178331407,-1.329031171,0
0,44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,805,1,301,3,0.40725864,-0.108563777,-1.582870977,-0.025614283,1
0,80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,227,3,1004,2,-2.688259081,-0.297264743,-0.185757971,1.246760333,0
1,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,644,1,218,3,0.993025207,0.328310709,-0.454298491,-0.379680639,1
2,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,485,1,75,3,0.895483815,-0.767205302,-0.473263586,-1.381262649,1
0,77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,507,1,990,2,-2.206237751,-1.008670243,-0.571180181,0.290629058,0
0,81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,745,2,1097,1,-2.651846109,-1.855291834,-1.249604853,0.573367405,0
2,14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,771,1,16,2,1.726463545,-2.429312985,-0.203486008,0.666765816,2
2,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,799,1,34,2,1.882631738,-2.086512545,-0.039844318,1.226634444,2
1,74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,231,1,1711,2,-2.018639954,-0.168954965,1.394117454,-0.45272383,3
2,23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,571,3,75,3,2.682597181,-0.929253523,0.382808356,0.960121613,2
1,47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,675,1,225,3,0.587345661,0.282148226,-1.286177265,0.617854223,1
1,33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,63,1,18,4,2.957375522,0.52793428,0.858003535,-0.207734205,2
0,54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,495,1,470,3,-0.639134844,0.461354791,-0.816749881,-1.309687698,0
0,28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,461,0,91,3,2.080012839,0.357883691,-0.447879071,0.257166526,1
1,90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,767,2,2525,1,-3.986064614,-1.624616275,-0.79569839,-0.495351627,0
0,43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,479,1,235,3,0.673666903,0.23062786,-0.649886866,0.433032532,1
2,15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,422,2,88,3,2.419827282,0.73824042,-0.020159704,0.800325769,1
0,26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,940,2,17,2,2.302717376,-2.19527113,-0.200939599,-0.950365869,2
0,22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,397,2,24,2,1.955290031,-1.7116014,0.060702084,1.913678778,2
0,44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,592,1,60,4,2.042776138,0.229113654,-1.632189525,0.361748966,1
1,62000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,595,2,1020,2,-2.466361309,0.461620609,-0.684158398,-0.584905401,0
1,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,156,3,155,3,1.518737533,0.647904114,0.802378555,0.270324289,2
2,45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,781,1,51,4,1.837928419,0.424648842,-1.696582387,-2.235696092,1
1,78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,349,0,1812,1,-3.223256722,-1.276790908,2.395803704,-0.778203229,3
0,58401,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,833,0,96,2,0.412151912,-1.278996941,-1.379779243,-0.803848819,1
0,62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,771,2,160,2,0.228974802,-0.560483794,-1.604683222,0.820458893,1
1,43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,470,1,139,4,2.113883224,0.873098568,-0.485543755,-0.322363048,1
1,63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,469,0,908,2,-1.650471095,0.894857756,-0.016833759,0.244198061,0
2,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,367,1,183,3,0.773878492,-0.288132274,-0.668420167,0.948014,1
1,70091,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,448,1,1161,3,-0.420810216,0.472119173,0.845343558,-0.650369452,0
1,78075,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,847,1,988,2,-1.969178598,-1.804897128,-1.407140575,0.047940403,0
0,54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,671,1,174,4,1.520957417,0.9284371,-1.014533878,-2.051294157,1
1,51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,723,1,195,3,0.48087535,-0.154244368,-1.117160047,-0.877320006,1
0,15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,276,0,31,2,1.982444504,-1.276557212,2.791016356,0.126784462,2
1,66636,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,587,3,1084,2,-2.104307559,-1.350384123,-1.019010051,0.801258293,0
1,84618,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,684,1,1672,2,-3.849257736,-0.607325468,-1.068050661,1.13328602,0
0,18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,660,1,43,2,1.55691929,-1.836096381,0.665050628,-1.013313881,2
1,40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,770,3,49,4,1.900525716,0.479490214,-2.29084129,-0.658089998,1
0,36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,500,3,133,3,1.439077037,0.310717279,-0.556872894,0.487363766,1
0,42213,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,702,3,363,3,0.535583713,0.681169019,-1.367812658,1.318636002,1
0,65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,463,3,545,3,-1.127316963,0.520731072,-1.403623725,2.823699733,0
0,74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,695,3,2047,2,-3.276237999,-0.846965181,-0.984876629,1.231073978,0
0,42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,537,2,140,3,1.538091738,0.671885798,1.178390549,-1.4233509,1
0,61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,556,2,530,2,-1.234821443,-0.132068694,-0.841014428,-1.068926551,0
1,68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,519,3,1598,2,-3.279996976,-0.827384914,-0.567447686,0.856042471,0
0,34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,377,2,114,2,1.191866848,-0.232050783,0.138648461,0.667599014,2
2,8940,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,227,2,101,2,2.406560022,-0.670317412,2.096322937,0.486720807,2
0,26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,623,1,25,3,2.679272171,-1.331940594,0.19332012,0.143853571,2
2,77297,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,384,0,789,1,-2.653094491,-1.03404393,0.477461,1.201696136,0
0,40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,569,1,87,4,2.601433622,0.573537581,-0.382618261,-0.847614977,1
1,33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,623,0,90,3,1.970091668,0.452041869,-0.68368779,0.137571294,1
1,75032,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,476,1,1215,3,-1.864768685,0.910849844,-1.115839287,0.377511964,0
1,61284,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,702,2,811,1,-1.834703464,-0.509049777,0.146802596,1.119254714,0
0,22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,288,1,61,3,1.78747532,-0.876633818,2.256159627,-0.563480948,2
1,38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,812,1,72,4,2.588825745,0.645944387,-1.083654919,-0.526448851,1
1,38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,538,3,40,3,2.024336003,-1.426724006,-0.54536516,1.412836082,2
0,41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,968,0,63,2,0.740125504,-0.600075131,-1.077786268,-2.009637157,1
0,28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,438,3,52,3,2.478707883,-0.62412892,0.302462813,1.345791315,2
1,37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,759,3,39,3,2.19628762,-1.600674805,-0.551945846,0.071397117,2
0,64722,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,869,1,805,3,-0.619737681,0.942193891,-0.586995429,-0.430489389,0
1,55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,830,3,130,3,0.561195617,-0.743984907,-2.191704039,0.32384835,1
0,84906,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,458,3,1631,2,-3.579568966,-0.367479248,-1.099766523,2.047738865,0
0,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,455,1,34,3,2.494208501,-1.080390615,0.462856956,0.582080865,2
0,44213,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,691,2,152,3,1.726590296,0.645267956,-0.89575934,-0.319532875,1
2,25707,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,741,2,21,2,2.300612973,-2.083271077,0.520869409,-0.707491417,2
1,59062,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,427,1,71,5,2.732269784,0.961424628,-1.276741676,0.00200287,1
0,76624,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,867,2,899,2,-2.878677158,-0.354815028,-2.196804876,-0.089518927,0
1,66000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,833,3,711,2,-1.037260086,-2.221967148,-1.335173554,-0.433029261,0
1,27683,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,91,3,351,3,1.630379246,0.931287313,1.353158576,2.54029774,2
2,7500,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,64,2,119,2,2.550126395,-0.147646426,2.402521357,1.812619535,2
0,40521,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,482,3,21,4,2.425469175,-0.119779786,-1.44561334,0.940601964,1
1,20427,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,806,3,10,3,2.922100722,-1.605189888,-0.330738093,0.578719289,2
1,69969,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,597,1,1536,2,-2.081085298,-1.237844226,1.122715556,-0.365261131,3
0,74716,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,701,1,860,3,-1.12073034,0.816996146,-1.60152807,0.530502041,0
0,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,649,0,928,2,-1.924392352,0.743755022,-0.276377269,-0.342244563,0
0,74190,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,1062,1,641,3,-1.404987869,0.146419092,-2.663034126,-1.29817731,0
0,39356,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,801,1,23,4,2.619385437,-0.300426543,-1.227196073,-1.587420138,1
0,76653,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,586,3,2279,2,-3.789267172,-0.636365511,-1.197934957,1.730318852,0
1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,862,0,49,3,2.196350451,-0.654321879,-0.980602941,-1.446794852,1
1,90687,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,500,0,1779,1,-3.521445425,-1.100107638,1.19637913,0.512345149,3
1,73450,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,490,3,1804,2,-3.644129413,-0.177595011,-0.518282215,1.72892997,0
0,31454,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,516,1,48,4,2.871511811,0.917702818,-0.257010489,-0.466825961,1
0,47139,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,877,2,83,3,1.773465232,-0.284803206,0.666516162,-2.608265541,1
0,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,580,0,1862,1,-3.95428068,-1.82551433,0.888739536,-0.064615258,3
0,19656,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,572,3,84,3,2.427278616,-0.560195807,-0.215987158,1.826853978,2
1,45579,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,590,1,183,3,0.83915738,-0.063682902,-0.252042862,-1.366117824,1
2,85485,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,895,2,1383,1,-3.008626125,-1.682883385,-0.943417521,0.373114885,0
0,55956,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,908,1,999,2,-1.148013453,-0.937056381,-0.41548936,-1.056872023,0
1,64191,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,380,2,825,2,-1.922572571,0.956398071,-0.378232995,-0.218255242,0
0,38808,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,231,2,246,2,1.034272723,0.215843211,3.222166909,-0.384742126,2
1,23748,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,318,0,76,2,2.146744166,-0.705576152,1.205101267,1.771073673,2
1,37368,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,708,1,30,3,2.265030869,-1.654777518,0.160982971,-1.423269395,2
0,71847,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,257,0,1192,1,-3.225090365,-0.952349112,0.262117966,1.854409184,0
0,78687,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,244,3,2130,2,-3.630829216,-0.60777197,1.752414996,-0.584939254,3
2,49118,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,223,0,1229,1,-2.805524363,0.186180769,3.210503276,1.188309058,3
1,37633,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,256,1,38,4,2.954284711,0.809685411,0.384424987,0.159792852,1
1,39767,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,560,3,485,2,0.042299705,-0.297420758,0.879593333,0.039128598,2
2,26997,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,124,1,434,2,0.524229984,-0.548490834,1.505518429,2.103023,2
0,33986,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,431,0,44,2,1.933210476,-1.561366987,0.833094627,0.124181345,2
2,46831,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,576,1,78,4,2.03242156,0.021274078,-1.208822763,0.197894059,1
1,83151,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,633,1,2346,2,-4.252621299,-0.697140349,0.708192009,0.042649366,3
0,52531,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,357,1,794,2,-1.266397054,0.151366721,0.527228759,1.219285827,0
0,15759,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,487,1,17,2,1.80746676,-1.866327302,0.955491993,-0.439892714,2
0,22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,570,2,26,2,2.495604138,-1.473450424,0.502029233,1.320720931,2
2,43050,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,800,1,76,3,1.795992231,-1.326020214,-0.069938321,-1.540084913,1
1,42997,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,551,2,15,3,2.429270089,-0.383210444,-0.801069546,0.995385952,1
1,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,1061,2,62,3,1.787154837,-0.783090861,-1.817441505,-1.860695759,1
1,60033,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,811,3,198,3,0.226256939,-0.4787236,-1.857026032,-1.098721249,1
1,34043,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,656,3,49,3,2.644484415,-1.128133216,-0.194174065,1.72133669,2
0,78569,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,773,1,1736,2,-3.017047125,-1.544175734,0.739127101,-2.005092962,3
0,7500,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,354,2,57,3,2.686780498,0.641807322,0.529142814,-0.739334396,1
0,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,451,3,2302,2,-4.122399586,-0.976860104,0.873945199,0.302652084,3
2,23148,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,772,1,37,2,1.594805961,-2.008183375,0.022523444,0.795546491,2
0,71626,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,3,1,1305,2,-2.485021404,-0.199861493,0.473323077,2.304732594,0
1,81051,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,866,1,1501,2,-3.208395766,-0.9647608,-1.151330678,-0.593654799,0
0,65169,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,737,1,1189,2,-3.004295084,0.154048444,1.515575545,-1.337786725,3
1,65695,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,754,1,656,3,-1.237611447,0.637645623,-1.389054711,-0.66036609,0
1,64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,320,2,1540,1,-2.977693027,-0.549047019,0.504326096,1.774847359,0
2,59060,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,1028,1,274,3,0.734345518,-0.859914113,-1.344068147,-0.233832229,1
1,27238,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,468,2,57,3,2.753026378,0.672169957,0.419346131,-0.042930321,1
2,46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,1002,1,44,4,2.629747723,-0.43445426,-1.619716905,-0.952100632,1
0,40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,568,1,102,4,2.396355917,0.69498808,-0.760659194,-0.129304379,1
0,37235,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,725,3,61,3,1.838416342,-1.691840008,-1.064237214,0.650422626,1
1,81843,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,470,1,1643,2,-3.800458709,-0.400971504,0.147416812,-0.614182612,3
1,46692,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,515,3,397,3,0.497951589,0.982953048,-0.32964235,-0.066106271,1
0,77382,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,905,3,1121,3,-2.808630179,0.586632485,-2.504209881,-0.890593899,0
2,18393,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,811,1,50,3,2.699648403,-1.123991691,0.679382903,-1.509749478,2
0,24711,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,831,1,58,2,1.352244663,-1.769051479,-0.41268032,0.909393388,2
1,45503,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,626,1,170,3,1.325148264,-1.141023486,-0.233583487,-0.006810427,2
